개방자치단체코드,관리번호,사업장명,시도명,시군구명,사업장업종명,세차유형,소재지도로명주소,소재지지번주소,휴무일,평일운영시작시각,평일운영종료시각,휴일운영시작시각,휴일운영종료시각,세차요금정보,대표자명,세차장전화번호,수질허가번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3020000,202530200000500053,(주)남경주유소,서울특별시,용산구,주유소,자동세차,서울특별시 용산구 녹사평대로11길 24,,연중무휴,,,,,,이철재,02-793-2954,206,37.52225683,126.9931818,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500054,이태원세차장,서울특별시,용산구,세차장,손세차,서울특별시 용산구 녹사평대로26길 63,,연중무휴,,,,,,정성민,02-795-7959,455,37.53180718,126.99305,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500056,강남카그라지,서울특별시,용산구,정비업소,손세차,서울특별시 용산구 보광로66,,연중무휴,,,,,,최정연,02-797-4516,419,37.5295881,126.9978016,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500074,오토카정비공업사,서울특별시,용산구,정비업소,손세차,서울특별시 용산구 효창원로69길 3,,일요일,,,,,,임흥태,02-706-1580,448,37.54132908,126.9617186,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500052,드래곤마운틴,서울특별시,용산구,세차장,손세차,서울특별시 용산구 원효로2가 91-7,,연중무휴,,,,,,강나리,,470,37.53525429,126.9604319,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500066,르노코리아자동차 서비스코너 청파점,서울특별시,용산구,세차장,손세차,서울특별시 용산구 청파로327,,우천시,,,,,,이명수 외 1인,02-717-0901,444,37.548945,126.9697571,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500076,영광자동차공업사,서울특별시,용산구,세차장,,서울특별시 용산구 독서당로 51,,,,,,,,김덕수,02-749-7309,311,37.53291543,127.006596,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500064,에이치디현대오일뱅크㈜직영 한강셀프주유소,서울특별시,용산구,주유소,자동세차,서울특별시 용산구 원효로9,,연중무휴,,,,,,대표이사,02-712-7124,217,37.53471442,126.9457241,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500070,(주)선익상사,서울특별시,용산구,주유소,자동세차,서울특별시 용산구 한강대로104길 6,,연중무휴,,,,,,대표이사,02-754-6667,422,37.550288,126.9724753,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3020000,202530200000500071,컴인워시 HD 갈월점,서울특별시,용산구,주유소,자동세차,서울특별시 용산구 한강대로322,,연중무휴,,,,,,대표이사,02-754-5217,417,37.54702894,126.9722285,2025-10-20,I,2026-05-15 18:45:14,2025-10-20 14:26:54
3030000,202130300000500052,프로앤텍,서울특별시,성동구,세차,,성동구 연무장9길 14 (성수동2가),,,,,,,,,,2013-6,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500021,르노삼성자동차㈜성수사업소,서울특별시,성동구,세차,,성동구 광나루로 270 (성수동2가),,,,,,,,,02-460-7804,237,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500051,성수세차,서울특별시,성동구,세차,,성동구 성수이로 61 (성수동2가),,,,,,,,,,2012-02,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500017,고려운수㈜,서울특별시,성동구,세차,,성동구 용답동 106,,,,,,,,,02-2244-7054,217,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500063,G3카케어 성수점,서울특별시,성동구,세차,,"성동구 뚝섬로 321-1, 1층(성수동1가)",,,,,,,,,02-465-2873,2016-2,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500014,KH에너지㈜직영 성수만세주유소,서울특별시,성동구,세차,,성동구 왕십리로 109 (성수동1가),,,,,,,,,02-2662-7837,211,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500030,밍 광택세차장,서울특별시,성동구,세차,,성동구 자동차시장1길 31(용답동),,,,,,,,,02-2216-1834,447,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500055,대경광택,서울특별시,성동구,세차,,성동구 자동차시장1길 26 (용답동),,,,,,,,,,2014-4,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500022,서울교통공사 군자차량사업소,서울특별시,성동구,세차,,성동구 천호대로78길 58 (용답동),,,,,,,,,02-6110-6041,240,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500033,하나특수광택,서울특별시,성동구,세차,,성동구 자동차시장1길 38  (용답동),,,,,,,,,02-2247-5633,711,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500079,SK에너지㈜ 성수주유소,서울특별시,성동구,세차,,성동구 뚝섬로 352(성수동1가),,,,,,,,,02-467-7240,2020-7,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500071,㈜안호모터스,서울특별시,성동구,세차,,성동구 광나루로 288,,,,,,,,,,2017-9,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500041,㈜우정모터스,서울특별시,성동구,세차,,성동구 광나루로 333  (송정동 외2필지),,,,,,,,,02-466-8600,2008-21,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500011,협진제유산업㈜ 동일주유소,서울특별시,성동구,세차,,성동구 광나루로 254 (성수동2가),,,,,,,,,02-461-7100,203,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500040,레프리카세차장,서울특별시,성동구,세차,,성동구 한림말길 4 (옥수동),,,,,,,,,,2008-07,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500077,기아㈜성동서비스센터,서울특별시,성동구,세차,,성동구 성수이로26길 61,,,,,,,,,02-498-8585,2020-4,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500024,인성셀프세차장,서울특별시,성동구,세차,,성동구 마장로 280 (마장동),,,,,,,,,,266,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500049,차사랑,서울특별시,성동구,세차,,성동구 한림말길 38(옥수동),,,,,,,,,02-2298-5343,2010-25,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500007,태진운수㈜,서울특별시,성동구,세차,,성동구 들레15길 8 (성수동2가),,,,,,,,,02-469-9411,176,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500065,한성자동차㈜,서울특별시,성동구,세차,,성동구 동일로55,,,,,,,,,02-460-3431,2016-6,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500060,㈜평화앤지바트,서울특별시,성동구,세차,,성동구 자동차시장1길 89(용답동),,,,,,,,,,2015-3,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500048,현대오일뱅크(주)직영성동셀프주유소,서울특별시,성동구,세차,,성동구 마장로 311 (마장동),,,,,,,,,02-2299-7333,2010-16,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500001,선인자동차㈜,서울특별시,성동구,세차,,성동구 가람길 283 (용답동),,,,,,,,,02-2214-0736,21,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500004,삼우주유소,서울특별시,성동구,세차,,성동구 천호대로 392 (용답동),,,,,,,,,02-2245-8974,81,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500018,조양흥진㈜,서울특별시,성동구,세차,,성동구 왕십리로16가길 11 (성수동1가),,,,,,,,,02-467-0516,218,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500056,풍성카인카,서울특별시,성동구,세차,,성동구 성수이로26길 33(성수동2가),,,,,,,,,02-464-5900,2014-6,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500066,홍익점,서울특별시,성동구,세차,,성동구 마장로 188,,,,,,,,,,2017-1,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500019,주식회사 서울에너지,서울특별시,성동구,세차,,"성동구 천호대로 324 지하1층,1층 (용답동)",,,,,,,,,02-3390-4338,223,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500012,아이콘주유소,서울특별시,성동구,세차,,성동구 고산자로 273 (도선동),,,,,,,,,02-2291-5189,204,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500028,세원주유소,서울특별시,성동구,세차,,성동구 광나루로 184 (성수동1가),,,,,,,,,02-462-5665,404,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500027,중앙광택,서울특별시,성동구,세차,,성동구 자동차시장1길 97 (용답동),,,,,,,,,,390,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500005,지에스도루코,서울특별시,성동구,세차,,성동구 아차산로 180 (성수동2가),,,,,,,,,02-463-6919,110,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500050,㈜시온모터스,서울특별시,성동구,세차,,성동구 성수이로18길 30 (성수동2가),,,,,,,,,02-2039-0965,2011-5,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500046,신촌택시㈜,서울특별시,성동구,세차,,성동구 마조로18길 6  (마장동),,,,,,,,,02-2299-0028,2010-06,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500038,기아클리닉성수남부지점,서울특별시,성동구,세차,,성동구 성수일로 57  (성수동1가 1층),,,,,,,,,02-462-3375,766,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500044,성동도로사업소(기전과),서울특별시,성동구,세차,,성동구 자동차시장길 41  (용답동 외8필지),,,,,,,,,02-2210-1544,2009-19,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500042,㈜마이더스모터스,서울특별시,성동구,세차,,성동구 뚝섬로17길 9 (성수동2가),,,,,,,,,02-3414-4300,2008-22,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500076,내차처럼 세차앤 광택,서울특별시,성동구,세차,,성동구 뚝섬로17가길 55(성수동2가),,,,,,,,,02-469-3131,2019-7,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500008,깨끗한자동차나라(세차장),서울특별시,성동구,세차,,성동구 동일로 121 (성수동2가),,,,,,,,,02-468-6464,186,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500058,서울숲충전소,서울특별시,성동구,세차,,성동구 왕십리로124 (성수동1가) 1층,,,,,,,,,02-463-5616,2015-10,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500054,썬 광택,서울특별시,성동구,세차,,"성동구 자동차시장1길 24-1, 1층1호(용답동)",,,,,,,,,,2014-3,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500073,㈜카앤텍,서울특별시,성동구,세차,,성동구 성수일로 80-7,,,,,,,,,,2018-2,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500023,현대오일뱅크㈜직영효진주유소,서울특별시,성동구,세차,,성동구 동일로 129 (성수동2가),,,,,,,,,02-464-7252,248,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500006,조흥택시(주),서울특별시,성동구,세차,,성동구 광나루로6길 15  (성수동2가),,,,,,,,,02-464-5061,173,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500043,삼성모터스,서울특별시,성동구,세차,,성동구 뚝섬로17길 3  (성수동2가),,,,,,,,,02-3452-3592,2009-02,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500029,승진교통㈜,서울특별시,성동구,세차,,성동구 아차산로1길 1 (성수동1가),,,,,,,,,02-433-3730,445,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500009,금호 카모터스,서울특별시,성동구,세차,,성동구 금호로3길 6(금호4가동)-,,,,,,,,,02-2281-1866,198,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500015,신촌택시㈜,서울특별시,성동구,세차,,성동구 마조로18길 2 (마장동) 마조로16길 1,,,,,,,,,02-2291-2020,213,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500026,현대카손세차,서울특별시,성동구,세차,,성동구 동일로 285 (송정동),,,,,,,,,,351,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
3030000,202130300000500053,클라쎄오토㈜,서울특별시,성동구,세차,,성동구 광나루로6길 46 (성수동2가),,,,,,,,,02-2241-7771,2013-8,00.00000,000.0000,2021-05-31,I,2026-05-15 18:45:14,2021-05-31 11:08:51
